name,fuzzies,base_eq,fuzzy_eq,fuzzy_neq,fuzzy_err,top_i
spider/customers_card_transactions/0011,16,-3,0,0,0,
spider/movie_1/0047,16,-3,0,0,0,
spider/journal_committee/0008,16,-3,0,0,0,
spider/behavior_monitoring/0022,16,-3,0,0,0,
spider/theme_gallery/0002,16,-3,0,0,0,
spider/architecture/0013,16,-3,0,0,0,
spider/music_4/0009,16,-3,0,0,0,
spider/entertainment_awards/0013,16,-3,0,0,0,
spider/college_3/0027,16,-3,0,0,0,
spider/soccer_2/0021,16,-3,0,0,0,
spider/wine_1/0018,16,-3,0,0,0,
spider/climbing/0020,16,-3,0,0,0,
spider/company_office/0011,16,-3,0,0,0,
spider/swimming/0004,16,-3,0,0,0,
spider/city_record/0009,16,-3,0,0,0,
spider/allergy_1/0025,16,-3,0,0,0,
spider/college_1/0067,16,-3,0,0,0,
spider/program_share/0020,16,-3,0,0,0,
spider/manufactory_1/0004,16,-3,0,0,0,
spider/perpetrator/0017,16,-3,0,0,0,
spider/candidate_poll/0013,16,-3,0,0,0,
spider/roller_coaster/0001,16,-3,0,0,0,
spider/culture_company/0015,16,-3,0,0,0,
spider/medicine_enzyme_interaction/0011,16,-3,0,0,0,
spider/hr_1/0040,16,-3,0,0,0,
spider/movie_1/0033,16,-3,0,0,0,
spider/program_share/0019,16,-3,0,0,0,
spider/sports_competition/0020,16,-3,0,0,0,
spider/club_1/0011,16,-3,0,0,0,
spider/workshop_paper/0002,16,-3,0,0,0,
spider/aircraft/0021,16,-3,0,0,0,
spider/mountain_photos/0012,16,-3,0,0,0,
spider/riding_club/0005,16,-3,0,0,0,
spider/college_1/0033,16,-3,0,0,0,
spider/aircraft/0006,16,-3,0,0,0,
spider/department_store/0006,16,-3,0,0,0,
spider/flight_4/0035,16,-3,0,0,0,
spider/movie_1/0024,16,-3,0,0,0,
spider/election/0019,16,-3,0,0,0,
spider/mountain_photos/0015,16,-3,0,0,0,
spider/county_public_safety/0011,16,-3,0,0,0,
spider/medicine_enzyme_interaction/0002,16,-3,0,0,0,
spider/county_public_safety/0013,16,-3,0,0,0,
spider/tracking_orders/0017,16,-3,0,0,0,
spider/wrestler/0015,16,-3,0,0,0,
spider/perpetrator/0008,16,-3,0,0,0,
spider/decoration_competition/0006,16,-3,0,0,0,
spider/movie_1/0023,16,-3,0,0,0,
spider/twitter_1/0024,16,-3,0,0,0,
spider/movie_1/0022,16,-3,0,0,0,
spider/inn_1/0011,16,-3,0,0,0,
spider/wine_1/0022,16,-3,0,0,0,
spider/theme_gallery/0012,16,-3,0,0,0,
spider/dorm_1/0019,16,-3,0,0,0,
spider/customers_and_addresses/0020,16,-3,0,0,0,
spider/tracking_software_problems/0018,16,-3,0,0,0,
spider/movie_1/0049,16,-3,0,0,0,
spider/workshop_paper/0005,16,-3,0,0,0,
spider/pilot_record/0013,16,-3,0,0,0,
spider/college_1/0074,16,-3,0,0,0,
spider/chinook_1/0022,16,-3,0,0,0,
spider/customer_complaints/0013,16,-3,0,0,0,
spider/inn_1/0018,16,-3,0,0,0,
spider/roller_coaster/0003,16,-3,0,0,0,
spider/hr_1/0054,16,-3,0,0,0,
spider/race_track/0001,16,-3,0,0,0,
spider/cre_Doc_Control_Systems/0025,16,-3,0,0,0,
spider/customer_deliveries/0010,16,-3,0,0,0,
spider/party_people/0012,16,-3,0,0,0,
spider/voter_2/0015,16,-3,0,0,0,
spider/club_1/0029,16,-3,0,0,0,
spider/railway/0013,16,-3,0,0,0,
spider/tracking_software_problems/0003,16,-3,0,0,0,
spider/customers_card_transactions/0004,16,-3,0,0,0,
spider/railway/0014,16,-3,0,0,0,
spider/flight_1/0040,16,-3,0,0,0,
spider/customers_card_transactions/0038,16,-3,0,0,0,
spider/baseball_1/0001,16,-3,0,0,0,
spider/voter_2/0025,16,-3,0,0,0,
spider/decoration_competition/0013,16,-3,0,0,0,
spider/tracking_grants_for_research/0002,16,-3,0,0,0,
spider/behavior_monitoring/0020,16,-3,0,0,0,
spider/assets_maintenance/0023,16,-3,0,0,0,
spider/college_1/0081,16,-3,0,0,0,
spider/tracking_grants_for_research/0039,16,-3,0,0,0,
spider/customers_and_products_contacts/0008,16,-3,0,0,0,
spider/cre_Docs_and_Epenses/0006,16,-3,0,0,0,
spider/theme_gallery/0011,16,-3,0,0,0,
spider/phone_1/0016,16,-3,0,0,0,
spider/allergy_1/0028,16,-3,0,0,0,
spider/protein_institute/0002,16,-3,0,0,0,
spider/manufacturer/0002,16,-3,0,0,0,
spider/swimming/0009,16,-3,0,0,0,
spider/epinions_1/0010,16,-3,0,0,0,
spider/department_store/0001,16,-3,0,0,0,
spider/cre_Drama_Workshop_Groups/0001,16,-3,0,0,0,
spider/apartment_rentals/0039,16,-3,0,0,0,
spider/farm/0001,16,-3,0,0,0,
